"id","service_a","service_b","service_c","service_d","service_e","service_f","service_g","service_h","service_i","service_j","service_k","service_l","service_m","service_n"
11880,0.168,0.146,0.18,0,0.032,0.004,0.038,0.466,0.014,0.802,0.916,0.034,0.042,0
4739,0.304,0.376,0.316,0.006,0.11,0.052,0.07,0.576,0.038,0.562,0.818,0.182,0.01,0.304
12829,0.732,0.648,0.458,0,0.01,0.08,0.154,0.546,0.03,0.626,0.55,0.048,0.036,0.564
7481,0.746,0.55,0.402,0.002,0.07,0.082,0.09,0.576,0.038,0.626,0.742,0.164,0.004,0.442
14349,0.14,0.138,0.12,0,0.042,0.018,0.026,0.076,0.002,0.73,0.946,0.006,0,0.064
2320,0.248,0.114,0.092,0,0.014,0.004,0.018,0.268,0.016,0.628,0.888,0.084,0.064,0
9674,0.802,0.646,0.21,0,0,0.004,0.02,0.306,0.006,0.688,0.934,0.004,0,0
13064,0.614,0.688,0.28,0,0.024,0.102,0.132,0.408,0.026,0.694,0.814,0.012,0.006,0.39
1055,0.728,0.676,0.418,0,0.012,0.06,0.116,0.286,0.026,0.634,0.676,0,0,0.25
3382,0.39,0.276,0.182,0,0.082,0.028,0.086,0.34,0.012,0.67,0.856,0.094,0.02,0.232
17824,0.714,0.766,0.438,0.002,0.098,0.114,0.128,0.392,0.078,0.65,0.802,0.078,0.026,0.384
2240,0.318,0.33,0.372,0.004,0.076,0.09,0.076,0.502,0.034,0.586,0.83,0.202,0.006,0.51
14859,0.264,0.108,0.084,0,0.006,0,0.002,0.202,0.002,0.662,0.958,0.268,0.24,0
10490,0.166,0.126,0.228,0.002,0.03,0.018,0.032,0.252,0.002,0.606,0.756,0.13,0.01,0.036
2807,0.224,0.166,0.302,0,0.046,0.082,0.1,0.438,0.042,0.676,0.616,0.29,0.08,0.452
6263,0.142,0.094,0.238,0,0.024,0.014,0.052,0.032,0.01,0.662,0.488,0.1,0.022,0.068
2357,0.692,0.498,0.19,0,0.008,0.008,0.038,0.194,0.006,0.638,0.818,0.002,0,0
746,0.81,0.65,0.072,0,0.008,0.008,0.006,0.034,0.006,0.606,0.95,0,0.006,0
4102,0.742,0.568,0.116,0,0.018,0.006,0.006,0.202,0.004,0.652,0.932,0.052,0.002,0
6522,0.348,0.24,0.04,0,0.004,0.002,0.004,0.806,0,0.702,0.974,0.264,0.146,0
12481,0.56,0.418,0.236,0,0.022,0.012,0.022,0.296,0.004,0.676,0.924,0.416,0.468,0.204
12259,0.81,0.682,0.052,0,0.012,0.002,0.004,0.108,0,0.706,0.96,0.01,0.002,0
6427,0.64,0.468,0.3,0,0.02,0.086,0.088,0.35,0.032,0.658,0.746,0.014,0,0.446
13006,0.1,0.092,0.02,0.012,0.028,0.002,0.02,0.032,0.004,0.76,0.916,0.008,0,0.012
4517,0.302,0.17,0.248,0,0.02,0.006,0.054,0.308,0.008,0.552,0.768,0.198,0.266,0
5700,0.128,0.184,0.074,0,0.072,0.004,0.044,0.156,0.004,0.732,0.818,0.012,0.004,0.078
7521,0.062,0.212,0.118,0,0.008,0.002,0.014,0.092,0.004,0.644,0.674,0.048,0.002,0
9830,0.438,0.428,0.224,0,0.016,0.054,0.09,0.492,0.024,0.722,0.842,0.07,0,0
5543,0.836,0.61,0.186,0,0.06,0.004,0.004,0.236,0,0.706,0.92,0.254,0.302,0.086
9435,0.26,0.068,0.166,0.012,0.06,0.03,0.06,0.224,0.022,0.686,0.852,0.028,0.01,0.392
14258,0.36,0.314,0.164,0,0.002,0.006,0.016,0.236,0.006,0.582,0.916,0.01,0,0
13919,0.572,0.234,0.418,0,0.002,0.058,0.162,0.26,0.004,0.53,0.544,0.004,0,0.226
5602,0.62,0.528,0.268,0.004,0.022,0.042,0.024,0.36,0.008,0.702,0.86,0.012,0.032,0.19
6820,0.114,0.048,0.158,0,0.03,0.008,0.024,0.828,0.012,0.664,0.822,0.226,0.064,0.294
15929,0.646,0.594,0.278,0.006,0.076,0.006,0.04,0.186,0.006,0.738,0.846,0.184,0.328,0.056
15993,0.292,0.212,0.09,0,0.026,0.008,0.014,0.198,0,0.728,0.93,0.106,0.054,0
14563,0.77,0.58,0.232,0.002,0.05,0.026,0.048,0.144,0.014,0.672,0.808,0.1,0.1,0.168
12012,0.14,0.43,0.022,0.018,0.032,0.012,0.018,0.268,0.002,0.686,0.786,0.008,0.01,0.256
14467,0.066,0.052,0.162,0,0.068,0.02,0.032,0.246,0.014,0.732,0.808,0.158,0.154,0.196
12919,0.71,0.64,0.36,0,0.036,0.078,0.046,0.374,0.012,0.686,0.758,0.018,0,0.546
15930,0.61,0.55,0.178,0,0.01,0.088,0.072,0.308,0.03,0.586,0.888,0.044,0,0
5384,0.684,0.562,0.366,0,0.018,0.022,0.076,0.002,0.002,0.294,0.28,0.056,0.03,0.078
7278,0.254,0.192,0.098,0,0.016,0.002,0.026,0.186,0.008,0.678,0.946,0.004,0,0
4023,0.216,0.126,0.08,0,0.03,0,0.012,0.194,0.008,0.704,0.932,0.14,0.07,0
5556,0.712,0.646,0.438,0.002,0.186,0.096,0.092,0.298,0.03,0.726,0.772,0.052,0.008,0.044
7684,0.038,0.028,0.008,0,0.014,0,0,0.014,0,0.716,0.982,0,0,0
2050,0.132,0.096,0.204,0,0.038,0.032,0.038,0.24,0.008,0.7,0.88,0.076,0.068,0.304
17883,0.07,0.05,0.042,0,0.01,0,0,0.062,0.006,0.802,0.94,0,0.002,0
12093,0.082,0.034,0.032,0,0.018,0.004,0.004,0.064,0,0.782,0.956,0.016,0.006,0.036
1366,0.13,0.106,0.21,0,0.04,0.008,0.044,0.534,0.03,0.712,0.818,0.202,0.186,0.366
8792,0.052,0.03,0.038,0.01,0.032,0,0.01,0.068,0,0.824,0.904,0.004,0.008,0.252
15462,0.084,0.068,0.122,0.01,0.056,0.06,0.02,0.158,0.038,0.748,0.886,0,0.002,0.268
10260,0.794,0.63,0.256,0,0.004,0.008,0.022,0.18,0,0.538,0.846,0,0,0
13016,0.086,0.108,0.026,0.006,0.016,0.002,0.014,0.192,0.006,0.692,0.856,0.008,0,0.41
10421,0.02,0.008,0.108,0,0.048,0.016,0.01,0.09,0.012,0.786,0.892,0.002,0,0.068
9617,0.18,0.122,0.26,0,0.09,0.102,0.074,0.336,0.048,0.684,0.794,0.024,0.03,0.332
15037,0.184,0.156,0.048,0,0.018,0.002,0.002,0.18,0,0.758,0.91,0.164,0.146,0
4266,0.32,0.228,0.36,0.002,0.018,0.1,0.13,0.452,0.042,0.708,0.792,0.026,0.014,0.418
4002,0.548,0.532,0.33,0.294,0.11,0.016,0.03,0.072,0.01,0.692,0.92,0.086,0.02,0.106
4661,0.132,0.072,0.2,0,0.1,0.01,0.078,0.41,0.012,0.716,0.788,0.294,0.206,0.148
15078,0.112,0.068,0.182,0,0.024,0.004,0.004,0.32,0.004,0.704,0.906,0.058,0.004,0.046
10085,0.714,0.658,0.18,0,0.044,0.002,0.002,0.018,0.006,0.79,0.918,0,0,0.004
5600,0.33,0.224,0.234,0.026,0.142,0.02,0.08,0.742,0.024,0.78,0.82,0.554,0.286,0.296
14260,0.346,0.6,0.218,0,0.068,0.014,0.014,0.214,0.02,0.566,0.868,0.01,0.014,0.208
16312,0.448,0.546,0.35,0,0.094,0.056,0.064,0.416,0.052,0.608,0.75,0.088,0.054,0.442
2137,0.228,0.11,0.078,0.012,0.052,0.002,0.002,0.14,0,0.732,0.922,0.004,0.004,0.098
11489,0.578,0.352,0.088,0,0.044,0.012,0.022,0.148,0.008,0.66,0.92,0.05,0.132,0
17019,0.102,0.154,0.17,0,0.016,0.014,0.014,0.188,0.014,0.71,0.862,0.028,0.02,0.25
15527,0.228,0.28,0.122,0,0.026,0.012,0.028,0.198,0.014,0.728,0.932,0.028,0.024,0
16612,0.086,0.08,0.174,0.002,0.026,0.038,0.114,0.222,0.02,0.676,0.838,0,0,0.33
8986,0.048,0.052,0.028,0,0.022,0.014,0.006,0.092,0,0.754,0.922,0.002,0.002,0.08
15039,0.246,0.15,0.294,0.002,0.006,0.066,0.068,0.406,0.036,0.714,0.74,0.07,0.012,0.37
15180,0.1,0.128,0.014,0.01,0.016,0.002,0.004,0.144,0.002,0.752,0.88,0.022,0.028,0.13
2059,0.076,0.064,0.188,0,0.06,0,0.014,0.772,0.008,0.738,0.932,0.152,0.172,0.156
12048,0.258,0.346,0.262,0.044,0.14,0.07,0.076,0.368,0.022,0.706,0.904,0.462,0.358,0.346
9960,0.098,0.046,0.26,0,0.102,0.026,0.032,0.18,0.008,0.68,0.846,0.21,0.144,0.174
7926,0.748,0.574,0.45,0.002,0.094,0.074,0.106,0.448,0.068,0.646,0.81,0.418,0.47,0.458
423,0.14,0.13,0.192,0.152,0.144,0.014,0.032,0.342,0.016,0.67,0.812,0.054,0.09,0.288
11222,0.266,0.264,0.23,0,0.066,0.028,0.052,0.512,0.026,0.496,0.72,0.188,0.138,0.378
9156,0.264,0.214,0.316,0,0.022,0.004,0.068,0.386,0.008,0.428,0.668,0.184,0.012,0
11849,0.616,0.608,0.454,0.012,0.146,0.114,0.124,0.658,0.1,0.594,0.77,0.492,0.422,0.568
11337,0.102,0.154,0.27,0,0.074,0.038,0.11,0.452,0.068,0.658,0.794,0.296,0.242,0.448
14664,0.06,0.042,0.176,0,0.016,0.028,0.026,0.162,0.004,0.692,0.856,0.126,0,0.092
17290,0.622,0.49,0.246,0,0.1,0.01,0.028,0.4,0.006,0.71,0.822,0.016,0.016,0.188
10184,0.832,0.7,0.022,0,0.004,0,0.002,0.062,0,0.748,0.978,0.044,0.016,0
13018,0.114,0.204,0.216,0,0.05,0.048,0.042,0.258,0.034,0.79,0.804,0.02,0.002,0.368
11406,0.082,0.026,0.098,0.068,0.072,0.004,0.032,0.11,0.004,0.748,0.818,0.012,0.002,0.202
14759,0.74,0.64,0.336,0,0.022,0.096,0.092,0.336,0.034,0.652,0.762,0.01,0.006,0.354
2837,0.798,0.65,0.336,0,0,0.008,0.04,0.098,0,0.598,0.86,0,0,0
10712,0.816,0.642,0.38,0,0.038,0.066,0.106,0.476,0.056,0.698,0.744,0.406,0.376,0.486
9993,0.294,0.164,0.37,0.002,0.02,0.15,0.12,0.378,0.046,0.566,0.672,0.072,0.008,0.364
17122,0.096,0.052,0.038,0,0.016,0,0.002,0.112,0,0.714,0.964,0.026,0.034,0
5120,0.114,0.028,0.142,0.128,0.154,0.018,0.024,0.128,0.014,0.776,0.824,0.01,0.032,0.068
2729,0.798,0.568,0.34,0.394,0.082,0.068,0.092,0.382,0.022,0.7,0.646,0.468,0.648,0.468
3200,0.054,0.06,0.038,0.014,0.018,0.006,0.002,0.096,0,0.73,0.902,0.022,0.01,0.138
966,0.802,0.656,0.084,0,0.016,0.004,0.018,0.058,0.004,0.64,0.956,0.002,0.002,0
9103,0.418,0.294,0.396,0,0.026,0.112,0.218,0.386,0.014,0.652,0.618,0.238,0.052,0.384
6195,0.13,0.068,0.3,0,0.116,0.022,0.044,0.44,0.008,0.694,0.89,0.43,0.354,0.232
6950,0.672,0.588,0.326,0,0.016,0.11,0.158,0.364,0.014,0.6,0.716,0.03,0.004,0.234
3388,0.318,0.23,0.082,0,0.014,0,0.008,0.184,0.004,0.652,0.944,0.034,0.012,0
15470,0.79,0.582,0.298,0,0.022,0.054,0.064,0.338,0.016,0.712,0.788,0.018,0.024,0.506
878,0.338,0.252,0.13,0,0.014,0.01,0.024,0.428,0.016,0.598,0.922,0.004,0,0
8860,0.724,0.672,0.356,0.002,0.002,0.028,0.066,0.168,0.006,0.46,0.662,0.042,0,0.07
10094,0.762,0.608,0.34,0,0.036,0.098,0.106,0.368,0.028,0.722,0.762,0.016,0,0.534
4326,0.036,0.056,0.21,0,0.032,0.054,0.062,0.232,0.024,0.722,0.74,0.176,0.068,0.232
4410,0.228,0.092,0.062,0,0.006,0.002,0.014,0.034,0,0.638,0.938,0,0,0
1593,0.61,0.64,0.238,0.074,0.09,0.028,0.044,0.192,0.004,0.624,0.844,0.006,0.01,0.224
4736,0.772,0.68,0.418,0,0.01,0.084,0.16,0.374,0.014,0.452,0.402,0,0,0.612
7559,0.252,0.248,0.266,0.006,0.024,0.046,0.066,0.324,0.03,0.61,0.804,0.036,0,0.436
18183,0.204,0.212,0.254,0.002,0.054,0.052,0.076,0.51,0.046,0.66,0.78,0.192,0.186,0.342
12559,0.06,0.064,0.04,0,0.008,0.004,0.004,0.086,0.002,0.68,0.96,0.07,0,0
12450,0.748,0.666,0.394,0.002,0.056,0.026,0.058,0.258,0.03,0.67,0.828,0.024,0.04,0.11
11699,0.052,0.032,0.054,0.004,0.06,0.01,0.002,0.118,0.004,0.72,0.888,0.012,0.012,0.114
16821,0.4,0.258,0.32,0.412,0.106,0.062,0.078,0.44,0.038,0.612,0.85,0.336,0.37,0.35
11654,0.522,0.344,0.47,0,0.01,0.008,0.142,0.05,0.002,0.104,0.136,0.01,0.004,0.024
12342,0.774,0.466,0.474,0,0.01,0.044,0.108,0.214,0.01,0.354,0.398,0,0,0.324
1421,0.198,0.156,0.128,0,0.026,0.026,0.012,0.078,0.008,0.756,0.952,0,0.006,0.098
14791,0.762,0.512,0.39,0,0.042,0.038,0.07,0.266,0.016,0.718,0.706,0.108,0.128,0.256
4723,0.384,0.426,0.16,0,0.016,0.006,0.01,0.434,0.006,0.624,0.944,0.348,0.316,0
11232,0.116,0.142,0.088,0.03,0.054,0.024,0.018,0.154,0.01,0.632,0.822,0.01,0.02,0.266
12800,0.74,0.568,0.286,0.004,0.094,0.022,0.036,0.226,0.008,0.724,0.804,0.016,0.008,0.222
12573,0.36,0.236,0.164,0,0.022,0.03,0.042,0.504,0.038,0.662,0.914,0.26,0.204,0
18073,0.146,0.148,0.272,0.002,0.076,0.026,0.042,0.23,0.01,0.716,0.916,0.136,0.008,0.312
7444,0.12,0.076,0.17,0.002,0.046,0.01,0.012,0.43,0.014,0.542,0.85,0.098,0.002,0.16
17275,0.798,0.608,0.168,0,0.008,0.018,0.028,0.168,0.008,0.732,0.928,0,0,0
16028,0.522,0.688,0.36,0.04,0.106,0.09,0.128,0.528,0.044,0.672,0.712,0.064,0.06,0.5
6845,0.048,0.054,0.02,0,0.006,0,0,0.026,0,0.706,0.978,0.002,0,0
1367,0.696,0.706,0.352,0.012,0.042,0.124,0.122,0.356,0.054,0.724,0.83,0.02,0,0.566
17191,0.7,0.57,0.292,0,0.008,0.01,0.04,0.44,0.014,0.678,0.786,0.304,0.282,0
2254,0.65,0.562,0.374,0.004,0.052,0.058,0.066,0.488,0.056,0.616,0.814,0.286,0.166,0.4
5502,0.326,0.172,0.324,0,0.008,0.046,0.112,0.374,0.016,0.682,0.636,0.2,0.002,0.402
700,0.288,0.196,0.382,0,0.018,0.002,0.032,0.14,0.002,0.334,0.292,0.076,0.034,0
17980,0.074,0.052,0.18,0,0.012,0.046,0.082,0.186,0.024,0.648,0.786,0.004,0,0.16
14213,0.122,0.128,0.22,0,0.028,0.032,0.062,0.464,0.022,0.594,0.698,0.06,0,0.136
15536,0.328,0.156,0.14,0,0.006,0.018,0.026,0.224,0.008,0.67,0.876,0.014,0,0
17441,0.812,0.7,0.096,0,0.024,0.006,0.02,0.21,0.008,0.652,0.922,0.006,0.024,0
37,0.044,0.064,0.234,0,0.068,0.024,0.042,0.254,0.012,0.7,0.874,0.146,0.162,0.204
8901,0.77,0.696,0.142,0,0.014,0.002,0.026,0.28,0.01,0.684,0.922,0.006,0,0
3249,0.776,0.628,0.338,0.004,0.096,0.024,0.064,0.28,0.012,0.66,0.748,0.068,0.004,0.084
5341,0.824,0.69,0.282,0,0.012,0.048,0.056,0.408,0.02,0.726,0.832,0.536,0.446,0.318
14732,0.132,0.092,0.054,0.012,0.038,0.012,0.022,0.18,0.004,0.714,0.824,0.024,0,0.358
12603,0.572,0.564,0.364,0,0.044,0.068,0.08,0.52,0.046,0.71,0.744,0.036,0.03,0.418
17389,0.256,0.15,0.13,0,0.012,0.004,0.02,0.752,0.008,0.63,0.842,0.132,0.05,0
4949,0.73,0.65,0.138,0,0.01,0,0.008,0.032,0.004,0.708,0.766,0,0,0
8243,0.01,0.076,0.022,0,0.014,0,0.002,0.082,0,0.77,0.916,0.002,0,0.13
5862,0.152,0.16,0.068,0,0.042,0.004,0.02,0.17,0,0.458,0.888,0.22,0.21,0
10259,0.086,0.092,0.06,0.026,0.042,0.018,0.028,0.114,0.016,0.722,0.832,0.018,0.002,0.356
9406,0.386,0.228,0.292,0.006,0.116,0.1,0.134,0.28,0.058,0.83,0.814,0.158,0.132,0.358
4711,0.132,0.066,0.054,0,0.016,0.002,0.006,0.096,0,0.754,0.942,0.016,0.022,0
2013,0.49,0.618,0.286,0.006,0.006,0.064,0.06,0.388,0.006,0.72,0.876,0,0,0.5
12057,0.194,0.12,0.056,0,0.024,0.002,0.006,0.12,0,0.71,0.958,0,0.022,0
4132,0.12,0.062,0.12,0.014,0.052,0.008,0.012,0.386,0.008,0.668,0.876,0.048,0.004,0.066
7134,0.516,0.45,0.294,0.006,0.08,0.05,0.064,0.79,0.044,0.712,0.804,0.146,0.122,0.466
9889,0.782,0.648,0.312,0,0.066,0.016,0.016,0.188,0.004,0.662,0.914,0.238,0.264,0.094
1772,0.1,0.036,0.034,0,0.016,0,0.004,0.036,0,0.766,0.946,0.116,0.082,0
17779,0.214,0.112,0.062,0,0.012,0.002,0,0.202,0,0.638,0.96,0.214,0.202,0
1301,0.176,0.146,0.406,0,0.006,0.084,0.154,0.258,0.008,0.646,0.662,0.054,0.004,0.208
17241,0.532,0.258,0.386,0,0.008,0.008,0.054,0.074,0,0.208,0.176,0.088,0,0.128
16921,0.108,0.136,0.31,0,0.05,0.05,0.088,0.382,0.022,0.692,0.788,0.224,0.186,0.298
9635,0.08,0.036,0.026,0,0.01,0,0,0.066,0.002,0.778,0.954,0,0,0
8107,0.12,0.104,0.046,0,0.04,0.008,0.012,0.106,0.002,0.786,0.942,0.008,0.004,0.048
7298,0.356,0.308,0.28,0.006,0.066,0.062,0.058,0.43,0.032,0.656,0.828,0.028,0.004,0.418
5321,0.768,0.75,0.152,0,0.024,0.004,0.006,0.144,0.002,0.758,0.93,0,0,0.022
10055,0.76,0.682,0.384,0,0.002,0.076,0.106,0.11,0.006,0.578,0.6,0.004,0.002,0.188
14358,0.666,0.592,0.32,0.03,0.142,0.044,0.118,0.508,0.052,0.638,0.814,0.32,0.286,0.382
3142,0.648,0.296,0.262,0,0.014,0.034,0.04,0.808,0.008,0.758,0.816,0.074,0.03,0.49
11071,0.228,0.144,0.084,0,0.016,0.002,0.004,0.276,0,0.674,0.906,0.034,0.002,0
3446,0.626,0.548,0.242,0.122,0.056,0.012,0.008,0.056,0.002,0.718,0.898,0,0.002,0.032
5198,0.212,0.178,0.092,0,0.074,0.008,0.02,0.246,0.008,0.68,0.926,0.156,0.176,0
7011,0.036,0,0.096,0,0.032,0.002,0.014,0.02,0.004,0.766,0.89,0.004,0.014,0.028
3329,0.808,0.614,0.344,0,0.01,0.132,0.128,0.42,0.016,0.66,0.688,0.038,0,0.53
3135,0.058,0.02,0.026,0,0.01,0.002,0.006,0.052,0,0.676,0.934,0.002,0.006,0
11432,0.286,0.144,0.208,0,0.018,0.04,0.064,0.468,0.016,0.638,0.912,0.04,0.014,0
4790,0.782,0.57,0.314,0,0.014,0.034,0.104,0.262,0.014,0.634,0.662,0.002,0,0.448
2961,0.036,0.03,0.038,0,0.006,0.008,0.006,0.002,0,0.752,0.958,0,0.004,0
16144,0.238,0.222,0.386,0,0.012,0.06,0.118,0.34,0.03,0.444,0.462,0.02,0,0.37
10387,0.644,0.58,0.208,0.006,0.072,0.018,0.022,0.19,0.024,0.764,0.844,0.038,0.024,0.106
4908,0.258,0.254,0.122,0,0.002,0.008,0.012,0.26,0,0.514,0.896,0.006,0,0
10688,0.226,0.314,0.272,0,0.072,0.066,0.082,0.55,0.03,0.556,0.78,0.178,0.118,0.442
7185,0.162,0.152,0.316,0,0.092,0.02,0.052,0.448,0.026,0.676,0.766,0.418,0.356,0.33
11024,0.442,0.446,0.192,0,0.022,0.01,0.04,0.458,0.008,0.74,0.9,0.016,0.026,0
9025,0.732,0.734,0.318,0.002,0.016,0.036,0.066,0.186,0.01,0.664,0.786,0.046,0.104,0.28
9092,0.134,0.088,0.056,0,0.044,0.006,0.012,0.104,0.002,0.742,0.936,0.022,0.016,0.15
12992,0.78,0.614,0.138,0,0.03,0.008,0.028,0.374,0.004,0.638,0.922,0.38,0.284,0
3604,0.36,0.348,0.298,0.004,0.06,0.084,0.068,0.432,0.034,0.736,0.724,0.254,0.236,0.476
17617,0.032,0.022,0.016,0.03,0.028,0.002,0.006,0.056,0.01,0.748,0.908,0,0,0.36
7615,0.162,0.126,0.05,0,0.036,0.004,0.02,0.282,0.004,0.684,0.92,0.002,0.006,0
12488,0.144,0.09,0.244,0,0.054,0.064,0.048,0.514,0.024,0.734,0.82,0.488,0.444,0.376
6646,0.796,0.59,0.116,0,0.012,0,0.008,0.452,0.008,0.694,0.97,0.504,0.424,0
15533,0.516,0.526,0.132,0,0.036,0.006,0.024,0.41,0.014,0.71,0.862,0.042,0.068,0
10408,0.666,0.556,0.138,0,0.022,0.008,0.024,0.61,0.01,0.6,0.872,0.308,0.352,0
16773,0.78,0.714,0.25,0,0.016,0.04,0.028,0.112,0.006,0.62,0.842,0,0.002,0.184
5846,0.174,0.138,0.276,0,0.05,0.06,0.042,0.512,0.046,0.626,0.79,0.272,0.186,0.482
67,0.094,0.122,0.224,0,0.026,0.058,0.078,0.094,0.018,0.738,0.868,0.002,0,0.282
9312,0.02,0.01,0.016,0,0.028,0,0.002,0.01,0.004,0.76,0.86,0.05,0.01,0.06
9028,0.848,0.632,0.112,0,0,0.002,0.016,0.17,0.002,0.602,0.924,0.006,0,0
10586,0.396,0.664,0.234,0,0.102,0.02,0.054,0.214,0.01,0.762,0.872,0.214,0.11,0.314
5800,0.81,0.536,0.104,0,0.008,0.004,0.012,0.2,0.006,0.624,0.942,0.022,0,0
1604,0.724,0.568,0.048,0,0.01,0,0,0.036,0,0.732,0.974,0.096,0.05,0
5787,0.242,0.206,0.044,0,0.028,0.004,0.008,0.084,0.002,0.734,0.942,0.002,0,0
11792,0.248,0.216,0.252,0,0.072,0.026,0.036,0.438,0.022,0.654,0.796,0.35,0.364,0.29
11134,0.176,0.112,0.09,0,0.022,0.004,0.008,0.218,0.008,0.718,0.938,0.13,0.038,0
4459,0.112,0.134,0.254,0,0.006,0.004,0.02,0.444,0.02,0.584,0.684,0.396,0.09,0
10911,0.298,0.182,0.054,0,0.034,0,0.01,0.278,0.016,0.6,0.924,0.012,0.014,0
2663,0.026,0.022,0.138,0,0.018,0.028,0.024,0.088,0.006,0.728,0.882,0.022,0.04,0.082
14909,0.77,0.572,0.254,0,0.01,0.054,0.04,0.22,0.024,0.716,0.866,0.012,0.002,0.37
13237,0.788,0.604,0.416,0.002,0.036,0.012,0.038,0.416,0.02,0.65,0.806,0.584,0.574,0.316
4497,0.524,0.382,0.142,0,0.046,0.008,0.028,0.298,0.01,0.61,0.94,0.256,0.228,0
14990,0.326,0.274,0.3,0,0.042,0.054,0.08,0.46,0.05,0.708,0.718,0.406,0.378,0.376
4131,0.392,0.204,0.214,0,0,0.01,0.038,0.01,0,0.598,0.344,0,0,0.036
459,0.054,0.016,0.044,0,0.008,0.002,0.006,0.01,0.002,0.68,0.924,0,0.022,0
9756,0.108,0.026,0.024,0,0.006,0,0.004,0.114,0,0.724,0.968,0.052,0.036,0
2452,0.24,0.056,0.02,0,0,0,0,0.74,0.002,0.684,0.97,0.146,0.07,0
16549,0.832,0.632,0.094,0,0,0.02,0.02,0.094,0.008,0.738,0.954,0,0,0
2159,0.218,0.636,0.09,0,0.036,0.002,0.008,0.176,0,0.836,0.97,0.004,0.022,0.026
13524,0.066,0.09,0.14,0,0.07,0.01,0.016,0.76,0.004,0.804,0.89,0.248,0.184,0.132
9737,0.276,0.168,0.314,0.014,0.034,0.074,0.086,0.456,0.04,0.602,0.818,0.06,0.002,0.542
10308,0.44,0.404,0.32,0.002,0.038,0.082,0.074,0.59,0.036,0.66,0.734,0.17,0.002,0.576
11234,0.834,0.558,0.052,0,0.012,0,0.016,0.168,0,0.634,0.958,0.08,0.076,0
13603,0.826,0.686,0.19,0,0,0.01,0.026,0.258,0.004,0.64,0.922,0,0,0
